song_title,album_release_date_iso,play_date_iso,years_since_release
Blinded by the Light,1973-01-01,2006-11-11,33.86
Old Dan Tucker,2006-01-01,2006-11-11,0.86
Atlantic City,1982-01-01,2006-11-11,24.86
Jesse James,2006-01-01,2006-11-11,0.86
Growin’ Up,1973-01-01,2006-11-11,33.86
Erie Canal,2006-01-01,2006-11-11,0.86
My Oklahoma Home,2006-01-01,2006-11-11,0.86
Devils & Dust,2005-01-01,2006-11-11,1.86
Mrs. McGrath,2006-01-01,2006-11-11,0.86
Jacob’s Ladder,2006-01-01,2006-11-11,0.86
Long Time Comin’,2005-01-01,2006-11-11,1.86
Jesus Was an Only Son,2005-01-01,2006-11-11,1.86
Open All Night,1982-01-01,2006-11-11,24.86
Pay Me My Money Down,2006-01-01,2006-11-11,0.86
Long Walk Home,2007-01-01,2006-11-11,-0.14
You Can Look (but You Better Not Touch),1980-01-01,2006-11-11,26.86
Blinded by the Light,1973-01-01,2006-11-09,33.85
John Henry,2006-01-01,2006-11-09,0.85
Old Dan Tucker,2006-01-01,2006-11-09,0.85
Further On (up the Road),2002-01-01,2006-11-09,4.85
Jesse James,2006-01-01,2006-11-09,0.85
Bobby Jean,1984-01-01,2006-11-09,22.86
Erie Canal,2006-01-01,2006-11-09,0.85
My Oklahoma Home,2006-01-01,2006-11-09,0.85
The Ghost of Tom Joad,1995-01-01,2006-11-09,11.86
Mrs. McGrath,2006-01-01,2006-11-09,0.85
Jacob’s Ladder,2006-01-01,2006-11-09,0.85
Long Time Comin’,2005-01-01,2006-11-09,1.85
Jesus Was an Only Son,2005-01-01,2006-11-09,1.85
Open All Night,1982-01-01,2006-11-09,24.85
Pay Me My Money Down,2006-01-01,2006-11-09,0.85
My City of Ruins,2002-01-01,2006-11-09,4.85
You Can Look (but You Better Not Touch),1980-01-01,2006-11-09,26.86
Blinded by the Light,1973-01-01,2006-11-07,33.85
John Henry,2006-01-01,2006-11-07,0.85
Old Dan Tucker,2006-01-01,2006-11-07,0.85
Further On (up the Road),2002-01-01,2006-11-07,4.85
Jesse James,2006-01-01,2006-11-07,0.85
Bobby Jean,1984-01-01,2006-11-07,22.85
Erie Canal,2006-01-01,2006-11-07,0.85
My Oklahoma Home,2006-01-01,2006-11-07,0.85
The Ghost of Tom Joad,1995-01-01,2006-11-07,11.85
Mrs. McGrath,2006-01-01,2006-11-07,0.85
Jacob’s Ladder,2006-01-01,2006-11-07,0.85
Long Time Comin’,2005-01-01,2006-11-07,1.85
Jesus Was an Only Son,2005-01-01,2006-11-07,1.85
Open All Night,1982-01-01,2006-11-07,24.85
Pay Me My Money Down,2006-01-01,2006-11-07,0.85
Fire,2010-01-01,2006-11-07,-3.15
You Can Look (but You Better Not Touch),1980-01-01,2006-11-07,26.85
Atlantic City,1982-01-01,2006-11-06,24.85
John Henry,2006-01-01,2006-11-06,0.85
Old Dan Tucker,2006-01-01,2006-11-06,0.85
Jesse James,2006-01-01,2006-11-06,0.85
Growin’ Up,1973-01-01,2006-11-06,33.85
Erie Canal,2006-01-01,2006-11-06,0.85
My Oklahoma Home,2006-01-01,2006-11-06,0.85
Devils & Dust,2005-01-01,2006-11-06,1.85
Mrs. McGrath,2006-01-01,2006-11-06,0.85
Jacob’s Ladder,2006-01-01,2006-11-06,0.85
Long Time Comin’,2005-01-01,2006-11-06,1.85
The River,1980-01-01,2006-11-06,26.85
Open All Night,1982-01-01,2006-11-06,24.85
Pay Me My Money Down,2006-01-01,2006-11-06,0.85
My City of Ruins,2002-01-01,2006-11-06,4.85
You Can Look (but You Better Not Touch),1980-01-01,2006-11-06,26.85
Atlantic City,1982-01-01,2006-10-30,24.83
John Henry,2006-01-01,2006-10-30,0.83
Old Dan Tucker,2006-01-01,2006-10-30,0.83
Further On (up the Road),2002-01-01,2006-10-30,4.83
Jesse James,2006-01-01,2006-10-30,0.83
Growin’ Up,1973-01-01,2006-10-30,33.83
Jesus Was an Only Son,2005-01-01,2006-10-30,1.83
Erie Canal,2006-01-01,2006-10-30,0.83
My Oklahoma Home,2006-01-01,2006-10-30,0.83
The Ghost of Tom Joad,1995-01-01,2006-10-30,11.83
Mrs. McGrath,2006-01-01,2006-10-30,0.83
Jacob’s Ladder,2006-01-01,2006-10-30,0.83
Long Time Comin’,2005-01-01,2006-10-30,1.83
Open All Night,1982-01-01,2006-10-30,24.83
Pay Me My Money Down,2006-01-01,2006-10-30,0.83
The River,1980-01-01,2006-10-30,26.83
You Can Look (but You Better Not Touch),1980-01-01,2006-10-30,26.83
Atlantic City,1982-01-01,2006-10-29,24.82
John Henry,2006-01-01,2006-10-29,0.82
Old Dan Tucker,2006-01-01,2006-10-29,0.82
Further On (up the Road),2002-01-01,2006-10-29,4.82
Jesse James,2006-01-01,2006-10-29,0.82
Growin’ Up,1973-01-01,2006-10-29,33.82
Erie Canal,2006-01-01,2006-10-29,0.82
My Oklahoma Home,2006-01-01,2006-10-29,0.82
The River,1980-01-01,2006-10-29,26.83
Mrs. McGrath,2006-01-01,2006-10-29,0.82
Jacob’s Ladder,2006-01-01,2006-10-29,0.82
Long Time Comin’,2005-01-01,2006-10-29,1.82
Open All Night,1982-01-01,2006-10-29,24.82
Pay Me My Money Down,2006-01-01,2006-10-29,0.82
Fire,2010-01-01,2006-10-29,-3.18
Land of Hope and Dreams,2012-01-01,2006-10-29,-5.17
You Can Look (but You Better Not Touch),1980-01-01,2006-10-29,26.83
John Henry,2006-01-01,2006-10-28,0.82
Old Dan Tucker,2006-01-01,2006-10-28,0.82
Atlantic City,1982-01-01,2006-10-28,24.82
Jesse James,2006-01-01,2006-10-28,0.82
Bobby Jean,1984-01-01,2006-10-28,22.82
Erie Canal,2006-01-01,2006-10-28,0.82
My Oklahoma Home,2006-01-01,2006-10-28,0.82
Devils & Dust,2005-01-01,2006-10-28,1.82
Mrs. McGrath,2006-01-01,2006-10-28,0.82
Jacob’s Ladder,2006-01-01,2006-10-28,0.82
Long Time Comin’,2005-01-01,2006-10-28,1.82
Open All Night,1982-01-01,2006-10-28,24.82
Pay Me My Money Down,2006-01-01,2006-10-28,0.82
Fire,2010-01-01,2006-10-28,-3.18
My City of Ruins,2002-01-01,2006-10-28,4.82
You Can Look (but You Better Not Touch),1980-01-01,2006-10-28,26.82
John Henry,2006-01-01,2006-10-25,0.81
Old Dan Tucker,2006-01-01,2006-10-25,0.81
Atlantic City,1982-01-01,2006-10-25,24.81
All the Way Home,2005-01-01,2006-10-25,1.81
Further On (up the Road),2002-01-01,2006-10-25,4.81
Jesse James,2006-01-01,2006-10-25,0.81
Bobby Jean,1984-01-01,2006-10-25,22.81
Erie Canal,2006-01-01,2006-10-25,0.81
My Oklahoma Home,2006-01-01,2006-10-25,0.81
The Ghost of Tom Joad,1995-01-01,2006-10-25,11.81
Mrs. McGrath,2006-01-01,2006-10-25,0.81
Jacob’s Ladder,2006-01-01,2006-10-25,0.81
Open All Night,1982-01-01,2006-10-25,24.81
Pay Me My Money Down,2006-01-01,2006-10-25,0.81
Fire,2010-01-01,2006-10-25,-3.19
You Can Look (but You Better Not Touch),1980-01-01,2006-10-25,26.82
John Henry,2006-01-01,2006-10-24,0.81
Old Dan Tucker,2006-01-01,2006-10-24,0.81
Johnny 99,1982-01-01,2006-10-24,24.81
Jesse James,2006-01-01,2006-10-24,0.81
Growin’ Up,1973-01-01,2006-10-24,33.81
Factory,1978-01-01,2006-10-24,28.81
Erie Canal,2006-01-01,2006-10-24,0.81
My Oklahoma Home,2006-01-01,2006-10-24,0.81
The River,1980-01-01,2006-10-24,26.81
Mrs. McGrath,2006-01-01,2006-10-24,0.81
Jacob’s Ladder,2006-01-01,2006-10-24,0.81
Long Time Comin’,2005-01-01,2006-10-24,1.81
Open All Night,1982-01-01,2006-10-24,24.81
Pay Me My Money Down,2006-01-01,2006-10-24,0.81
Land of Hope and Dreams,2012-01-01,2006-10-24,-5.19
You Can Look (but You Better Not Touch),1980-01-01,2006-10-24,26.81
John Henry,2006-01-01,2006-10-22,0.80
Old Dan Tucker,2006-01-01,2006-10-22,0.80
Adam Raised a Cain,1978-01-01,2006-10-22,28.81
Further On (up the Road),2002-01-01,2006-10-22,4.81
Jesse James,2006-01-01,2006-10-22,0.80
Bobby Jean,1984-01-01,2006-10-22,22.81
Erie Canal,2006-01-01,2006-10-22,0.80
My Oklahoma Home,2006-01-01,2006-10-22,0.80
The River,1980-01-01,2006-10-22,26.81
Mrs. McGrath,2006-01-01,2006-10-22,0.80
Jacob’s Ladder,2006-01-01,2006-10-22,0.80
Long Time Comin’,2005-01-01,2006-10-22,1.80
Open All Night,1982-01-01,2006-10-22,24.81
Pay Me My Money Down,2006-01-01,2006-10-22,0.80
The Promised Land,1978-01-01,2006-10-22,28.81
You Can Look (but You Better Not Touch),1980-01-01,2006-10-22,26.81
John Henry,2006-01-01,2006-10-21,0.80
Old Dan Tucker,2006-01-01,2006-10-21,0.80
Johnny 99,1982-01-01,2006-10-21,24.80
Jesse James,2006-01-01,2006-10-21,0.80
Growin’ Up,1973-01-01,2006-10-21,33.80
The River,1980-01-01,2006-10-21,26.80
Erie Canal,2006-01-01,2006-10-21,0.80
My Oklahoma Home,2006-01-01,2006-10-21,0.80
Devils & Dust,2005-01-01,2006-10-21,1.80
Mrs. McGrath,2006-01-01,2006-10-21,0.80
Jacob’s Ladder,2006-01-01,2006-10-21,0.80
Long Time Comin’,2005-01-01,2006-10-21,1.80
Open All Night,1982-01-01,2006-10-21,24.80
Pay Me My Money Down,2006-01-01,2006-10-21,0.80
My City of Ruins,2002-01-01,2006-10-21,4.80
You Can Look (but You Better Not Touch),1980-01-01,2006-10-21,26.80
John Henry,2006-01-01,2006-10-19,0.80
Old Dan Tucker,2006-01-01,2006-10-19,0.80
Atlantic City,1982-01-01,2006-10-19,24.80
All the Way Home,2005-01-01,2006-10-19,1.80
Jesse James,2006-01-01,2006-10-19,0.80
Bobby Jean,1984-01-01,2006-10-19,22.80
Erie Canal,2006-01-01,2006-10-19,0.80
My Oklahoma Home,2006-01-01,2006-10-19,0.80
Devils & Dust,2005-01-01,2006-10-19,1.80
Mrs. McGrath,2006-01-01,2006-10-19,0.80
Jacob’s Ladder,2006-01-01,2006-10-19,0.80
Long Time Comin’,2005-01-01,2006-10-19,1.80
Open All Night,1982-01-01,2006-10-19,24.80
Pay Me My Money Down,2006-01-01,2006-10-19,0.80
My City of Ruins,2002-01-01,2006-10-19,4.80
You Can Look (but You Better Not Touch),1980-01-01,2006-10-19,26.80
John Henry,2006-01-01,2006-10-13,0.78
Old Dan Tucker,2006-01-01,2006-10-13,0.78
Jesse James,2006-01-01,2006-10-13,0.78
Adam Raised a Cain,1978-01-01,2006-10-13,28.78
The River,1980-01-01,2006-10-13,26.78
Erie Canal,2006-01-01,2006-10-13,0.78
My Oklahoma Home,2006-01-01,2006-10-13,0.78
Devils & Dust,2005-01-01,2006-10-13,1.78
Mrs. McGrath,2006-01-01,2006-10-13,0.78
Jacob’s Ladder,2006-01-01,2006-10-13,0.78
Long Time Comin’,2005-01-01,2006-10-13,1.78
Open All Night,1982-01-01,2006-10-13,24.78
Pay Me My Money Down,2006-01-01,2006-10-13,0.78
Factory,1978-01-01,2006-10-13,28.78
My City of Ruins,2002-01-01,2006-10-13,4.78
You Can Look (but You Better Not Touch),1980-01-01,2006-10-13,26.78
John Henry,2006-01-01,2006-10-12,0.78
Old Dan Tucker,2006-01-01,2006-10-12,0.78
Atlantic City,1982-01-01,2006-10-12,24.78
Jesse James,2006-01-01,2006-10-12,0.78
Bobby Jean,1984-01-01,2006-10-12,22.78
Erie Canal,2006-01-01,2006-10-12,0.78
My Oklahoma Home,2006-01-01,2006-10-12,0.78
Devils & Dust,2005-01-01,2006-10-12,1.78
Mrs. McGrath,2006-01-01,2006-10-12,0.78
Jacob’s Ladder,2006-01-01,2006-10-12,0.78
Long Time Comin’,2005-01-01,2006-10-12,1.78
Open All Night,1982-01-01,2006-10-12,24.78
Pay Me My Money Down,2006-01-01,2006-10-12,0.78
Fire,2010-01-01,2006-10-12,-3.22
You Can Look (but You Better Not Touch),1980-01-01,2006-10-12,26.78
John Henry,2006-01-01,2006-10-10,0.77
Old Dan Tucker,2006-01-01,2006-10-10,0.77
Atlantic City,1982-01-01,2006-10-10,24.77
All the Way Home,2005-01-01,2006-10-10,1.77
Jesse James,2006-01-01,2006-10-10,0.77
Growin’ Up,1973-01-01,2006-10-10,33.77
Erie Canal,2006-01-01,2006-10-10,0.77
My Oklahoma Home,2006-01-01,2006-10-10,0.77
The River,1980-01-01,2006-10-10,26.77
Mrs. McGrath,2006-01-01,2006-10-10,0.77
Jacob’s Ladder,2006-01-01,2006-10-10,0.77
Long Time Comin’,2005-01-01,2006-10-10,1.77
Open All Night,1982-01-01,2006-10-10,24.77
Pay Me My Money Down,2006-01-01,2006-10-10,0.77
My City of Ruins,2002-01-01,2006-10-10,4.77
Ramrod,1980-01-01,2006-10-10,26.77
John Henry,2006-01-01,2006-10-08,0.77
Old Dan Tucker,2006-01-01,2006-10-08,0.77
Adam Raised a Cain,1978-01-01,2006-10-08,28.77
Jesse James,2006-01-01,2006-10-08,0.77
Growin’ Up,1973-01-01,2006-10-08,33.77
Erie Canal,2006-01-01,2006-10-08,0.77
My Oklahoma Home,2006-01-01,2006-10-08,0.77
Devils & Dust,2005-01-01,2006-10-08,1.77
Mrs. McGrath,2006-01-01,2006-10-08,0.77
Jacob’s Ladder,2006-01-01,2006-10-08,0.77
Long Time Comin’,2005-01-01,2006-10-08,1.77
Open All Night,1982-01-01,2006-10-08,24.77
Pay Me My Money Down,2006-01-01,2006-10-08,0.77
My City of Ruins,2002-01-01,2006-10-08,4.77
Atlantic City,1982-01-01,2006-10-07,24.76
John Henry,2006-01-01,2006-10-07,0.76
Old Dan Tucker,2006-01-01,2006-10-07,0.76
Further On (up the Road),2002-01-01,2006-10-07,4.76
Jesse James,2006-01-01,2006-10-07,0.76
Cadillac Ranch,1980-01-01,2006-10-07,26.77
Factory,1978-01-01,2006-10-07,28.76
My Oklahoma Home,2006-01-01,2006-10-07,0.76
Erie Canal,2006-01-01,2006-10-07,0.76
Devils & Dust,2005-01-01,2006-10-07,1.76
Mrs. McGrath,2006-01-01,2006-10-07,0.76
Jacob’s Ladder,2006-01-01,2006-10-07,0.76
Bobby Jean,1984-01-01,2006-10-07,22.77
Open All Night,1982-01-01,2006-10-07,24.76
Pay Me My Money Down,2006-01-01,2006-10-07,0.76
My City of Ruins,2002-01-01,2006-10-07,4.76
You Can Look (but You Better Not Touch),1980-01-01,2006-10-07,26.77
John Henry,2006-01-01,2006-10-05,0.76
Old Dan Tucker,2006-01-01,2006-10-05,0.76
Jesse James,2006-01-01,2006-10-05,0.76
Atlantic City,1982-01-01,2006-10-05,24.76
My Oklahoma Home,2006-01-01,2006-10-05,0.76
If I Should Fall Behind,1992-01-01,2006-10-05,14.76
Bobby Jean,1984-01-01,2006-10-05,22.76
Mrs. McGrath,2006-01-01,2006-10-05,0.76
Jacob’s Ladder,2006-01-01,2006-10-05,0.76
The River,1980-01-01,2006-10-05,26.76
Open All Night,1982-01-01,2006-10-05,24.76
Pay Me My Money Down,2006-01-01,2006-10-05,0.76
Fire,2010-01-01,2006-10-05,-3.24
John Henry,2006-01-01,2006-10-04,0.76
Old Dan Tucker,2006-01-01,2006-10-04,0.76
Johnny 99,1982-01-01,2006-10-04,24.76
Jesse James,2006-01-01,2006-10-04,0.76
Erie Canal,2006-01-01,2006-10-04,0.76
My Oklahoma Home,2006-01-01,2006-10-04,0.76
If I Should Fall Behind,1992-01-01,2006-10-04,14.76
Growin’ Up,1973-01-01,2006-10-04,33.76
Mrs. McGrath,2006-01-01,2006-10-04,0.76
Jacob’s Ladder,2006-01-01,2006-10-04,0.76
The River,1980-01-01,2006-10-04,26.76
Open All Night,1982-01-01,2006-10-04,24.76
Pay Me My Money Down,2006-01-01,2006-10-04,0.76
My City of Ruins,2002-01-01,2006-10-04,4.76
You Can Look (but You Better Not Touch),1980-01-01,2006-10-04,26.76
Jesse James,2006-01-01,2006-10-02,0.75
Old Dan Tucker,2006-01-01,2006-10-02,0.75
Atlantic City,1982-01-01,2006-10-02,24.75
Further On (up the Road),2002-01-01,2006-10-02,4.75
John Henry,2006-01-01,2006-10-02,0.75
Erie Canal,2006-01-01,2006-10-02,0.75
My Oklahoma Home,2006-01-01,2006-10-02,0.75
If I Should Fall Behind,1992-01-01,2006-10-02,14.75
Long Time Comin’,2005-01-01,2006-10-02,1.75
Mrs. McGrath,2006-01-01,2006-10-02,0.75
Jacob’s Ladder,2006-01-01,2006-10-02,0.75
The River,1980-01-01,2006-10-02,26.75
Open All Night,1982-01-01,2006-10-02,24.75
Pay Me My Money Down,2006-01-01,2006-10-02,0.75
My City of Ruins,2002-01-01,2006-10-02,4.75
John Henry,2006-01-01,2006-10-01,0.75
Old Dan Tucker,2006-01-01,2006-10-01,0.75
Jesse James,2006-01-01,2006-10-01,0.75
Atlantic City,1982-01-01,2006-10-01,24.75
The River,1980-01-01,2006-10-01,26.75
My Oklahoma Home,2006-01-01,2006-10-01,0.75
If I Should Fall Behind,1992-01-01,2006-10-01,14.75
Mrs. McGrath,2006-01-01,2006-10-01,0.75
Jacob’s Ladder,2006-01-01,2006-10-01,0.75
We Shall Overcome,2006-01-01,2006-10-01,0.75
Open All Night,1982-01-01,2006-10-01,24.75
Pay Me My Money Down,2006-01-01,2006-10-01,0.75
My City of Ruins,2002-01-01,2006-10-01,4.75
You Can Look (but You Better Not Touch),1980-01-01,2006-10-01,26.75
John Henry,2006-01-01,2006-06-25,0.48
Old Dan Tucker,2006-01-01,2006-06-25,0.48
Atlantic City,1982-01-01,2006-06-25,24.48
Jesse James,2006-01-01,2006-06-25,0.48
Long Time Comin’,2005-01-01,2006-06-25,1.48
Erie Canal,2006-01-01,2006-06-25,0.48
My Oklahoma Home,2006-01-01,2006-06-25,0.48
If I Should Fall Behind,1992-01-01,2006-06-25,14.48
Mrs. McGrath,2006-01-01,2006-06-25,0.48
Devils & Dust,2005-01-01,2006-06-25,1.48
Jacob’s Ladder,2006-01-01,2006-06-25,0.48
We Shall Overcome,2006-01-01,2006-06-25,0.48
Open All Night,1982-01-01,2006-06-25,24.48
Pay Me My Money Down,2006-01-01,2006-06-25,0.48
My City of Ruins,2002-01-01,2006-06-25,4.48
Ramrod,1980-01-01,2006-06-25,26.48
You Can Look (but You Better Not Touch),1980-01-01,2006-06-25,26.48
John Henry,2006-01-01,2006-06-24,0.48
Atlantic City,1982-01-01,2006-06-24,24.48
Old Dan Tucker,2006-01-01,2006-06-24,0.48
Jesse James,2006-01-01,2006-06-24,0.48
Cadillac Ranch,1980-01-01,2006-06-24,26.48
Erie Canal,2006-01-01,2006-06-24,0.48
My Oklahoma Home,2006-01-01,2006-06-24,0.48
If I Should Fall Behind,1992-01-01,2006-06-24,14.48
Mrs. McGrath,2006-01-01,2006-06-24,0.48
Jacob’s Ladder,2006-01-01,2006-06-24,0.48
We Shall Overcome,2006-01-01,2006-06-24,0.48
Maria’s Bed,2005-01-01,2006-06-24,1.48
Open All Night,1982-01-01,2006-06-24,24.48
Pay Me My Money Down,2006-01-01,2006-06-24,0.48
My City of Ruins,2002-01-01,2006-06-24,4.48
Ramrod,1980-01-01,2006-06-24,26.48
You Can Look (but You Better Not Touch),1980-01-01,2006-06-24,26.48
Pay Me My Money Down,2006-01-01,2006-06-23,0.47
John Henry,2006-01-01,2006-06-22,0.47
Old Dan Tucker,2006-01-01,2006-06-22,0.47
Jesse James,2006-01-01,2006-06-22,0.47
Atlantic City,1982-01-01,2006-06-22,24.47
Erie Canal,2006-01-01,2006-06-22,0.47
My Oklahoma Home,2006-01-01,2006-06-22,0.47
If I Should Fall Behind,1992-01-01,2006-06-22,14.47
Mrs. McGrath,2006-01-01,2006-06-22,0.47
Jacob’s Ladder,2006-01-01,2006-06-22,0.47
We Shall Overcome,2006-01-01,2006-06-22,0.47
Open All Night,1982-01-01,2006-06-22,24.47
Pay Me My Money Down,2006-01-01,2006-06-22,0.47
My City of Ruins,2002-01-01,2006-06-22,4.47
Ramrod,1980-01-01,2006-06-22,26.47
You Can Look (but You Better Not Touch),1980-01-01,2006-06-22,26.47
John Henry,2006-01-01,2006-06-20,0.47
Atlantic City,1982-01-01,2006-06-20,24.47
Old Dan Tucker,2006-01-01,2006-06-20,0.47
Jesse James,2006-01-01,2006-06-20,0.47
Maria’s Bed,2005-01-01,2006-06-20,1.46
Erie Canal,2006-01-01,2006-06-20,0.47
My Oklahoma Home,2006-01-01,2006-06-20,0.47
Mrs. McGrath,2006-01-01,2006-06-20,0.47
Jacob’s Ladder,2006-01-01,2006-06-20,0.47
We Shall Overcome,2006-01-01,2006-06-20,0.47
Open All Night,1982-01-01,2006-06-20,24.47
Pay Me My Money Down,2006-01-01,2006-06-20,0.47
My City of Ruins,2002-01-01,2006-06-20,4.47
You Can Look (but You Better Not Touch),1980-01-01,2006-06-20,26.47
Ramrod,1980-01-01,2006-06-20,26.47
John Henry,2006-01-01,2006-06-19,0.46
Johnny 99,1982-01-01,2006-06-19,24.46
Old Dan Tucker,2006-01-01,2006-06-19,0.46
Jesse James,2006-01-01,2006-06-19,0.46
Adam Raised a Cain,1978-01-01,2006-06-19,28.46
Erie Canal,2006-01-01,2006-06-19,0.46
My Oklahoma Home,2006-01-01,2006-06-19,0.46
Further On (up the Road),2002-01-01,2006-06-19,4.46
Mrs. McGrath,2006-01-01,2006-06-19,0.46
Jacob’s Ladder,2006-01-01,2006-06-19,0.46
We Shall Overcome,2006-01-01,2006-06-19,0.46
Open All Night,1982-01-01,2006-06-19,24.46
Pay Me My Money Down,2006-01-01,2006-06-19,0.46
You Can Look (but You Better Not Touch),1980-01-01,2006-06-19,26.46
John Henry,2006-01-01,2006-06-17,0.46
Atlantic City,1982-01-01,2006-06-17,24.46
Old Dan Tucker,2006-01-01,2006-06-17,0.46
Jesse James,2006-01-01,2006-06-17,0.46
Cadillac Ranch,1980-01-01,2006-06-17,26.46
Erie Canal,2006-01-01,2006-06-17,0.46
My Oklahoma Home,2006-01-01,2006-06-17,0.46
Further On (up the Road),2002-01-01,2006-06-17,4.46
Long Time Comin’,2005-01-01,2006-06-17,1.46
Mrs. McGrath,2006-01-01,2006-06-17,0.46
Jacob’s Ladder,2006-01-01,2006-06-17,0.46
We Shall Overcome,2006-01-01,2006-06-17,0.46
Open All Night,1982-01-01,2006-06-17,24.46
Pay Me My Money Down,2006-01-01,2006-06-17,0.46
You Can Look (but You Better Not Touch),1980-01-01,2006-06-17,26.46
Ramrod,1980-01-01,2006-06-17,26.46
John Henry,2006-01-01,2006-06-16,0.45
Atlantic City,1982-01-01,2006-06-16,24.45
Old Dan Tucker,2006-01-01,2006-06-16,0.45
Jesse James,2006-01-01,2006-06-16,0.45
Cadillac Ranch,1980-01-01,2006-06-16,26.46
Erie Canal,2006-01-01,2006-06-16,0.45
My Oklahoma Home,2006-01-01,2006-06-16,0.45
Long Time Comin’,2005-01-01,2006-06-16,1.45
Mrs. McGrath,2006-01-01,2006-06-16,0.45
Jacob’s Ladder,2006-01-01,2006-06-16,0.45
Into the Fire,2002-01-01,2006-06-16,4.45
We Shall Overcome,2006-01-01,2006-06-16,0.45
Open All Night,1982-01-01,2006-06-16,24.45
Pay Me My Money Down,2006-01-01,2006-06-16,0.45
You Can Look (but You Better Not Touch),1980-01-01,2006-06-16,26.46
Ramrod,1980-01-01,2006-06-16,26.46
John Henry,2006-01-01,2006-06-14,0.45
Atlantic City,1982-01-01,2006-06-14,24.45
Old Dan Tucker,2006-01-01,2006-06-14,0.45
Jesse James,2006-01-01,2006-06-14,0.45
Cadillac Ranch,1980-01-01,2006-06-14,26.45
Erie Canal,2006-01-01,2006-06-14,0.45
My Oklahoma Home,2006-01-01,2006-06-14,0.45
Further On (up the Road),2002-01-01,2006-06-14,4.45
Mrs. McGrath,2006-01-01,2006-06-14,0.45
Jacob’s Ladder,2006-01-01,2006-06-14,0.45
We Shall Overcome,2006-01-01,2006-06-14,0.45
Open All Night,1982-01-01,2006-06-14,24.45
Pay Me My Money Down,2006-01-01,2006-06-14,0.45
My City of Ruins,2002-01-01,2006-06-14,4.45
Ramrod,1980-01-01,2006-06-14,26.45
You Can Look (but You Better Not Touch),1980-01-01,2006-06-14,26.45
John Henry,2006-01-01,2006-06-13,0.45
Atlantic City,1982-01-01,2006-06-13,24.45
Old Dan Tucker,2006-01-01,2006-06-13,0.45
Further On (up the Road),2002-01-01,2006-06-13,4.45
Jesse James,2006-01-01,2006-06-13,0.45
Johnny 99,1982-01-01,2006-06-13,24.45
My Oklahoma Home,2006-01-01,2006-06-13,0.45
Mrs. McGrath,2006-01-01,2006-06-13,0.45
Jacob’s Ladder,2006-01-01,2006-06-13,0.45
We Shall Overcome,2006-01-01,2006-06-13,0.45
Open All Night,1982-01-01,2006-06-13,24.45
Pay Me My Money Down,2006-01-01,2006-06-13,0.45
Ramrod,1980-01-01,2006-06-13,26.45
You Can Look (but You Better Not Touch),1980-01-01,2006-06-13,26.45
John Henry,2006-01-01,2006-06-11,0.44
